Hour,Load (kW),Load (%),PV
5903,97.58,0.71,0
5904,91.37,0.66,0
5905,82.93,0.6,0
5906,77.9,0.56,0
5907,73.88,0.54,0
5908,71.95,0.52,0
5909,73.81,0.53,0
5910,74.01,0.54,0.054
5911,67.88,0.49,0.152
5912,76.89,0.56,0.239
5913,83.02,0.6,0.303
5914,92.05,0.67,0.353
5915,101.81,0.74,0.388
5916,103.21,0.75,0.389
5917,105.97,0.77,0.363
5918,107.2,0.78,0.291
5919,103.15,0.75,0.188
5920,99.58,0.72,0.085
5921,92.46,0.67,0.008
5922,104.15,0.75,0
5923,134.26,0.97,0
5924,138,1,0
5925,126.91,0.92,0
5926,110.76,0.8,0
5927,97.58,0.71,0
5928,91.37,0.66,0
5929,82.93,0.6,0
5930,77.9,0.56,0
5931,73.88,0.54,0
5932,71.95,0.52,0
5933,73.81,0.53,0
5934,74.01,0.54,0.07
5935,67.88,0.49,0.2
5936,76.89,0.56,0.316
5937,83.02,0.6,0.401
5938,92.05,0.67,0.44
5939,101.81,0.74,0.437
5940,103.21,0.75,0.408
5941,105.97,0.77,0.361
5942,107.2,0.78,0.295
5943,103.15,0.75,0.189
5944,99.58,0.72,0.071
5945,92.46,0.67,0.005
5946,104.15,0.75,0
5947,134.26,0.97,0
5948,138,1,0
5949,126.91,0.92,0
5950,110.76,0.8,0
5951,97.58,0.71,0
5952,91.37,0.66,0
5953,82.93,0.6,0
5954,77.9,0.56,0
5955,73.88,0.54,0
5956,71.95,0.52,0
5957,73.81,0.53,0
5958,74.01,0.54,0.076
5959,67.88,0.49,0.208
5960,76.89,0.56,0.314
5961,83.02,0.6,0.379
5962,92.05,0.67,0.439
5963,101.81,0.74,0.45
5964,103.21,0.75,0.437
5965,105.97,0.77,0.424
5966,107.2,0.78,0.312
5967,103.15,0.75,0.185
5968,99.58,0.72,0.084
5969,92.46,0.67,0.008
5970,104.15,0.75,0
5971,134.26,0.97,0
5972,138,1,0
5973,126.91,0.92,0
5974,110.76,0.8,0
5975,97.58,0.71,0
5976,91.37,0.66,0
5977,82.93,0.6,0
5978,77.9,0.56,0
5979,73.88,0.54,0
5980,71.95,0.52,0
5981,73.81,0.53,0
5982,74.01,0.54,0.059
5983,67.88,0.49,0.167
5984,76.89,0.56,0.264
5985,83.02,0.6,0.357
5986,92.05,0.67,0.449
5987,101.81,0.74,0.501
5988,103.21,0.75,0.486
5989,105.97,0.77,0.44
5990,107.2,0.78,0.354
5991,103.15,0.75,0.244
5992,99.58,0.72,0.126
5993,92.46,0.67,0.014
5994,104.15,0.75,0
5995,134.26,0.97,0
5996,138,1,0
5997,126.91,0.92,0
5998,110.76,0.8,0
5999,97.58,0.71,0
6000,91.37,0.66,0
6001,82.93,0.6,0
6002,77.9,0.56,0
6003,73.88,0.54,0
6004,71.95,0.52,0
6005,73.81,0.53,0
6006,74.01,0.54,0.026
6007,67.88,0.49,0.079
6008,76.89,0.56,0.154
6009,83.02,0.6,0.219
6010,92.05,0.67,0.26
6011,101.81,0.74,0.284
6012,103.21,0.75,0.245
6013,105.97,0.77,0.219
6014,107.2,0.78,0.18
6015,103.15,0.75,0.11
6016,99.58,0.72,0.045
6017,92.46,0.67,0.003
6018,104.15,0.75,0
6019,134.26,0.97,0
6020,138,1,0
6021,126.91,0.92,0
6022,110.76,0.8,0
6023,97.58,0.71,0
6024,91.37,0.66,0
6025,82.93,0.6,0
6026,77.9,0.56,0
6027,73.88,0.54,0
6028,71.95,0.52,0
6029,73.81,0.53,0
6030,74.01,0.54,0.025
6031,67.88,0.49,0.094
6032,76.89,0.56,0.196
6033,83.02,0.6,0.298
6034,92.05,0.67,0.302
6035,101.81,0.74,0.269
6036,103.21,0.75,0.244
6037,105.97,0.77,0.218
6038,107.2,0.78,0.17
6039,103.15,0.75,0.113
6040,99.58,0.72,0.053
6041,92.46,0.67,0.005
6042,104.15,0.75,0
6043,134.26,0.97,0
6044,138,1,0
6045,126.91,0.92,0
6046,110.76,0.8,0
6047,97.58,0.71,0
6048,91.37,0.66,0
6049,82.93,0.6,0
6050,77.9,0.56,0
6051,73.88,0.54,0
6052,71.95,0.52,0
6053,73.81,0.53,0
6054,74.01,0.54,0.083
6055,67.88,0.49,0.251
6056,76.89,0.56,0.412
6057,83.02,0.6,0.523
6058,92.05,0.67,0.603
6059,101.81,0.74,0.628
6060,103.21,0.75,0.612
6061,105.97,0.77,0.525
6062,107.2,0.78,0.426
6063,103.15,0.75,0.303
6064,99.58,0.72,0.146
6065,92.46,0.67,0.015
6066,104.15,0.75,0
6067,134.26,0.97,0
6068,138,1,0
6069,126.91,0.92,0
6070,110.76,0.8,0
6071,97.58,0.71,0
6072,91.37,0.66,0
6073,82.93,0.6,0
6074,77.9,0.56,0
6075,73.88,0.54,0
6076,71.95,0.52,0
6077,73.81,0.53,0
6078,74.01,0.54,0.099
6079,67.88,0.49,0.269
6080,76.89,0.56,0.424
6081,83.02,0.6,0.544
6082,92.05,0.67,0.605
6083,101.81,0.74,0.606
6084,103.21,0.75,0.574
6085,105.97,0.77,0.482
6086,107.2,0.78,0.306
6087,103.15,0.75,0.167
6088,99.58,0.72,0.059
6089,92.46,0.67,0.004
6090,104.15,0.75,0
6091,134.26,0.97,0
6092,138,1,0
6093,126.91,0.92,0
6094,110.76,0.8,0
6095,97.58,0.71,0
6096,91.37,0.66,0
6097,82.93,0.6,0
6098,77.9,0.56,0
6099,73.88,0.54,0
6100,71.95,0.52,0
6101,73.81,0.53,0
6102,74.01,0.54,0.033
6103,67.88,0.49,0.11
6104,76.89,0.56,0.207
6105,83.02,0.6,0.291
6106,92.05,0.67,0.351
6107,101.81,0.74,0.367
6108,103.21,0.75,0.353
6109,105.97,0.77,0.254
6110,107.2,0.78,0.177
6111,103.15,0.75,0.104
6112,99.58,0.72,0.046
6113,92.46,0.67,0.003
6114,104.15,0.75,0
6115,134.26,0.97,0
6116,138,1,0
6117,126.91,0.92,0
6118,110.76,0.8,0
6119,97.58,0.71,0
6120,91.37,0.66,0
6121,82.93,0.6,0
6122,77.9,0.56,0
6123,73.88,0.54,0
6124,71.95,0.52,0
6125,73.81,0.53,0
6126,74.01,0.54,0.021
6127,67.88,0.49,0.075
6128,76.89,0.56,0.133
6129,83.02,0.6,0.182
6130,92.05,0.67,0.217
6131,101.81,0.74,0.221
6132,103.21,0.75,0.214
6133,105.97,0.77,0.188
6134,107.2,0.78,0.137
6135,103.15,0.75,0.082
6136,99.58,0.72,0.029
6137,92.46,0.67,0.001
6138,104.15,0.75,0
6139,134.26,0.97,0
6140,138,1,0
6141,126.91,0.92,0
6142,110.76,0.8,0
6143,97.58,0.71,0
6144,91.37,0.66,0
6145,82.93,0.6,0
6146,77.9,0.56,0
6147,73.88,0.54,0
6148,71.95,0.52,0
6149,73.81,0.53,0
6150,74.01,0.54,0.034
6151,67.88,0.49,0.128
6152,76.89,0.56,0.224
6153,83.02,0.6,0.318
6154,92.05,0.67,0.451
6155,101.81,0.74,0.542
6156,103.21,0.75,0.542
6157,105.97,0.77,0.485
6158,107.2,0.78,0.398
6159,103.15,0.75,0.257
6160,99.58,0.72,0.113
6161,92.46,0.67,0.01
6162,104.15,0.75,0
6163,134.26,0.97,0
6164,138,1,0
6165,126.91,0.92,0
6166,110.76,0.8,0
6167,97.58,0.71,0
6168,91.37,0.66,0
6169,82.93,0.6,0
6170,77.9,0.56,0
6171,73.88,0.54,0
6172,71.95,0.52,0
6173,73.81,0.53,0
6174,74.01,0.54,0.041
6175,67.88,0.49,0.123
6176,76.89,0.56,0.214
6177,83.02,0.6,0.289
6178,92.05,0.67,0.344
6179,101.81,0.74,0.381
6180,103.21,0.75,0.396
6181,105.97,0.77,0.387
6182,107.2,0.78,0.344
6183,103.15,0.75,0.232
6184,99.58,0.72,0.097
6185,92.46,0.67,0.007
6186,104.15,0.75,0
6187,134.26,0.97,0
6188,138,1,0
6189,126.91,0.92,0
6190,110.76,0.8,0
6191,97.58,0.71,0
6192,91.37,0.66,0
6193,82.93,0.6,0
6194,77.9,0.56,0
6195,73.88,0.54,0
6196,71.95,0.52,0
6197,73.81,0.53,0
6198,74.01,0.54,0.067
6199,67.88,0.49,0.232
6200,76.89,0.56,0.417
6201,83.02,0.6,0.564
6202,92.05,0.67,0.65
6203,101.81,0.74,0.678
6204,103.21,0.75,0.655
6205,105.97,0.77,0.614
6206,107.2,0.78,0.502
6207,103.15,0.75,0.326
6208,99.58,0.72,0.143
6209,92.46,0.67,0.013
6210,104.15,0.75,0
6211,134.26,0.97,0
6212,138,1,0
6213,126.91,0.92,0
6214,110.76,0.8,0
6215,97.58,0.71,0
6216,91.37,0.66,0
6217,82.93,0.6,0
6218,77.9,0.56,0
6219,73.88,0.54,0
6220,71.95,0.52,0
6221,73.81,0.53,0
6222,74.01,0.54,0.05
6223,67.88,0.49,0.166
6224,76.89,0.56,0.228
6225,83.02,0.6,0.298
6226,92.05,0.67,0.329
6227,101.81,0.74,0.334
6228,103.21,0.75,0.324
6229,105.97,0.77,0.317
6230,107.2,0.78,0.272
6231,103.15,0.75,0.183
6232,99.58,0.72,0.073
6233,92.46,0.67,0.005
6234,104.15,0.75,0
6235,134.26,0.97,0
6236,138,1,0
6237,126.91,0.92,0
6238,110.76,0.8,0
6239,97.58,0.71,0
6240,91.37,0.66,0
6241,82.93,0.6,0
6242,77.9,0.56,0
6243,73.88,0.54,0
6244,71.95,0.52,0
6245,73.81,0.53,0
6246,74.01,0.54,0.029
6247,67.88,0.49,0.091
6248,76.89,0.56,0.161
6249,83.02,0.6,0.212
6250,92.05,0.67,0.265
6251,101.81,0.74,0.296
6252,103.21,0.75,0.29
6253,105.97,0.77,0.212
6254,107.2,0.78,0.158
6255,103.15,0.75,0.078
6256,99.58,0.72,0.049
6257,92.46,0.67,0.004
6258,104.15,0.75,0
6259,134.26,0.97,0
6260,138,1,0
6261,126.91,0.92,0
6262,110.76,0.8,0
6263,97.58,0.71,0
6264,91.37,0.66,0
6265,82.93,0.6,0
6266,77.9,0.56,0
6267,73.88,0.54,0
6268,71.95,0.52,0
6269,73.81,0.53,0
6270,74.01,0.54,0.032
6271,67.88,0.49,0.107
6272,76.89,0.56,0.184
6273,83.02,0.6,0.27
6274,92.05,0.67,0.346
6275,101.81,0.74,0.403
6276,103.21,0.75,0.417
6277,105.97,0.77,0.373
6278,107.2,0.78,0.278
6279,103.15,0.75,0.163
6280,99.58,0.72,0.063
6281,92.46,0.67,0.003
6282,104.15,0.75,0
6283,134.26,0.97,0
6284,138,1,0
6285,126.91,0.92,0
6286,110.76,0.8,0
6287,97.58,0.71,0
6288,91.37,0.66,0
6289,82.93,0.6,0
6290,77.9,0.56,0
6291,73.88,0.54,0
6292,71.95,0.52,0
6293,73.81,0.53,0
6294,74.01,0.54,0.038
6295,67.88,0.49,0.144
6296,76.89,0.56,0.282
6297,83.02,0.6,0.396
6298,92.05,0.67,0.499
6299,101.81,0.74,0.558
6300,103.21,0.75,0.5
6301,105.97,0.77,0.419
6302,107.2,0.78,0.378
6303,103.15,0.75,0.26
6304,99.58,0.72,0.109
6305,92.46,0.67,0.009
6306,104.15,0.75,0
6307,134.26,0.97,0
6308,138,1,0
6309,126.91,0.92,0
6310,110.76,0.8,0
6311,97.58,0.71,0
6312,91.37,0.66,0
6313,82.93,0.6,0
6314,77.9,0.56,0
6315,73.88,0.54,0
6316,71.95,0.52,0
6317,73.81,0.53,0
6318,74.01,0.54,0.04
6319,67.88,0.49,0.123
6320,76.89,0.56,0.213
6321,83.02,0.6,0.317
6322,92.05,0.67,0.46
6323,101.81,0.74,0.532
6324,103.21,0.75,0.488
6325,105.97,0.77,0.404
6326,107.2,0.78,0.316
6327,103.15,0.75,0.206
6328,99.58,0.72,0.086
6329,92.46,0.67,0.006
6330,104.15,0.75,0
6331,134.26,0.97,0
6332,138,1,0
6333,126.91,0.92,0
6334,110.76,0.8,0
6335,97.58,0.71,0
6336,91.37,0.66,0
6337,82.93,0.6,0
6338,77.9,0.56,0
6339,73.88,0.54,0
6340,71.95,0.52,0
6341,73.81,0.53,0
6342,74.01,0.54,0.029
6343,67.88,0.49,0.11
6344,76.89,0.56,0.219
6345,83.02,0.6,0.304
6346,92.05,0.67,0.367
6347,101.81,0.74,0.385
6348,103.21,0.75,0.366
6349,105.97,0.77,0.34
6350,107.2,0.78,0.279
6351,103.15,0.75,0.213
6352,99.58,0.72,0.092
6353,92.46,0.67,0.007
6354,104.15,0.75,0
6355,134.26,0.97,0
6356,138,1,0
6357,126.91,0.92,0
6358,110.76,0.8,0
6359,97.58,0.71,0
6360,91.37,0.66,0
6361,82.93,0.6,0
6362,77.9,0.56,0
6363,73.88,0.54,0
6364,71.95,0.52,0
6365,73.81,0.53,0
6366,74.01,0.54,0.059
6367,67.88,0.49,0.193
6368,76.89,0.56,0.299
6369,83.02,0.6,0.407
6370,92.05,0.67,0.487
6371,101.81,0.74,0.49
6372,103.21,0.75,0.436
6373,105.97,0.77,0.37
6374,107.2,0.78,0.298
6375,103.15,0.75,0.171
6376,99.58,0.72,0.056
6377,92.46,0.67,0.003
6378,104.15,0.75,0
6379,134.26,0.97,0
6380,138,1,0
6381,126.91,0.92,0
6382,110.76,0.8,0
6383,97.58,0.71,0
6384,91.37,0.66,0
6385,82.93,0.6,0
6386,77.9,0.56,0
6387,73.88,0.54,0
6388,71.95,0.52,0
6389,73.81,0.53,0
6390,74.01,0.54,0.056
6391,67.88,0.49,0.188
6392,76.89,0.56,0.363
6393,83.02,0.6,0.501
6394,92.05,0.67,0.591
6395,101.81,0.74,0.634
6396,103.21,0.75,0.641
6397,105.97,0.77,0.601
6398,107.2,0.78,0.492
6399,103.15,0.75,0.318
6400,99.58,0.72,0.152
6401,92.46,0.67,0.012
6402,104.15,0.75,0
6403,134.26,0.97,0
6404,138,1,0
6405,126.91,0.92,0
6406,110.76,0.8,0
6407,97.58,0.71,0
6408,91.37,0.66,0
6409,82.93,0.6,0
6410,77.9,0.56,0
6411,73.88,0.54,0
6412,71.95,0.52,0
6413,73.81,0.53,0
6414,74.01,0.54,0.069
6415,67.88,0.49,0.21
6416,76.89,0.56,0.348
6417,83.02,0.6,0.462
6418,92.05,0.67,0.544
6419,101.81,0.74,0.522
6420,103.21,0.75,0.468
6421,105.97,0.77,0.391
6422,107.2,0.78,0.262
6423,103.15,0.75,0.164
6424,99.58,0.72,0.068
6425,92.46,0.67,0.004
6426,104.15,0.75,0
6427,134.26,0.97,0
6428,138,1,0
6429,126.91,0.92,0
6430,110.76,0.8,0
6431,97.58,0.71,0
6432,91.37,0.66,0
6433,82.93,0.6,0
6434,77.9,0.56,0
6435,73.88,0.54,0
6436,71.95,0.52,0
6437,73.81,0.53,0
6438,74.01,0.54,0.069
6439,67.88,0.49,0.218
6440,76.89,0.56,0.393
6441,83.02,0.6,0.503
6442,92.05,0.67,0.575
6443,101.81,0.74,0.602
6444,103.21,0.75,0.525
6445,105.97,0.77,0.418
6446,107.2,0.78,0.316
6447,103.15,0.75,0.221
6448,99.58,0.72,0.094
6449,92.46,0.67,0.006
6450,104.15,0.75,0
6451,134.26,0.97,0
6452,138,1,0
6453,126.91,0.92,0
6454,110.76,0.8,0
6455,97.58,0.71,0
6456,91.37,0.66,0
6457,82.93,0.6,0
6458,77.9,0.56,0
6459,73.88,0.54,0
6460,71.95,0.52,0
6461,73.81,0.53,0
6462,74.01,0.54,0.061
6463,67.88,0.49,0.196
6464,76.89,0.56,0.364
6465,83.02,0.6,0.551
6466,92.05,0.67,0.651
6467,101.81,0.74,0.684
6468,103.21,0.75,0.676
6469,105.97,0.77,0.627
6470,107.2,0.78,0.523
6471,103.15,0.75,0.368
6472,99.58,0.72,0.176
6473,92.46,0.67,0.013
6474,104.15,0.75,0
6475,134.26,0.97,0
6476,138,1,0
6477,126.91,0.92,0
6478,110.76,0.8,0
6479,97.58,0.71,0
6480,91.37,0.66,0
6481,82.93,0.6,0
6482,77.9,0.56,0
6483,73.88,0.54,0
6484,71.95,0.52,0
6485,73.81,0.53,0
6486,74.01,0.54,0.051
6487,67.88,0.49,0.173
6488,76.89,0.56,0.393
6489,83.02,0.6,0.525
6490,92.05,0.67,0.57
6491,101.81,0.74,0.593
6492,103.21,0.75,0.567
6493,105.97,0.77,0.482
6494,107.2,0.78,0.319
6495,103.15,0.75,0.194
6496,99.58,0.72,0.078
6497,92.46,0.67,0.004
6498,104.15,0.75,0
6499,134.26,0.97,0
6500,138,1,0
6501,126.91,0.92,0
6502,110.76,0.8,0
6503,97.58,0.71,0
6504,91.37,0.66,0
6505,82.93,0.6,0
6506,77.9,0.56,0
6507,73.88,0.54,0
6508,71.95,0.52,0
6509,73.81,0.53,0
6510,74.01,0.54,0.051
6511,67.88,0.49,0.144
6512,76.89,0.56,0.246
6513,83.02,0.6,0.313
6514,92.05,0.67,0.349
6515,101.81,0.74,0.382
6516,103.21,0.75,0.372
6517,105.97,0.77,0.342
6518,107.2,0.78,0.268
6519,103.15,0.75,0.183
6520,99.58,0.72,0.069
6521,92.46,0.67,0.004
6522,104.15,0.75,0
6523,134.26,0.97,0
6524,138,1,0
6525,126.91,0.92,0
6526,110.76,0.8,0
6527,97.58,0.71,0
6528,91.37,0.66,0
6529,82.93,0.6,0
6530,77.9,0.56,0
6531,73.88,0.54,0
6532,71.95,0.52,0
6533,73.81,0.53,0
6534,74.01,0.54,0.056
6535,67.88,0.49,0.19
6536,76.89,0.56,0.31
6537,83.02,0.6,0.451
6538,92.05,0.67,0.545
6539,101.81,0.74,0.592
6540,103.21,0.75,0.56
6541,105.97,0.77,0.52
6542,107.2,0.78,0.434
6543,103.15,0.75,0.311
6544,99.58,0.72,0.13
6545,92.46,0.67,0.009
6546,104.15,0.75,0
6547,134.26,0.97,0
6548,138,1,0
6549,126.91,0.92,0
6550,110.76,0.8,0
6551,97.58,0.71,0
6552,91.37,0.66,0
6553,82.93,0.6,0
6554,77.9,0.56,0
6555,73.88,0.54,0
6556,71.95,0.52,0
6557,73.81,0.53,0
6558,74.01,0.54,0.057
6559,67.88,0.49,0.19
6560,76.89,0.56,0.351
6561,83.02,0.6,0.487
6562,92.05,0.67,0.591
6563,101.81,0.74,0.613
6564,103.21,0.75,0.562
6565,105.97,0.77,0.455
6566,107.2,0.78,0.311
6567,103.15,0.75,0.198
6568,99.58,0.72,0.084
6569,92.46,0.67,0.005
6570,104.15,0.75,0
6571,134.26,0.97,0
6572,138,1,0
6573,126.91,0.92,0
6574,110.76,0.8,0
6575,97.58,0.71,0
6576,91.37,0.66,0
6577,82.93,0.6,0
6578,77.9,0.56,0
6579,73.88,0.54,0
6580,71.95,0.52,0
6581,73.81,0.53,0
6582,74.01,0.54,0.053
6583,67.88,0.49,0.151
6584,76.89,0.56,0.245
6585,83.02,0.6,0.338
6586,92.05,0.67,0.429
6587,101.81,0.74,0.49
6588,103.21,0.75,0.492
6589,105.97,0.77,0.418
6590,107.2,0.78,0.322
6591,103.15,0.75,0.234
6592,99.58,0.72,0.086
6593,92.46,0.67,0.005
6594,104.15,0.75,0
6595,134.26,0.97,0
6596,138,1,0
6597,126.91,0.92,0
6598,110.76,0.8,0
6599,97.58,0.71,0
6600,91.37,0.66,0
6601,82.93,0.6,0
6602,77.9,0.56,0
6603,73.88,0.54,0
6604,71.95,0.52,0
6605,73.81,0.53,0
6606,74.01,0.54,0.069
6607,67.88,0.49,0.223
6608,76.89,0.56,0.362
6609,83.02,0.6,0.477
6610,92.05,0.67,0.526
6611,101.81,0.74,0.512
6612,103.21,0.75,0.447
6613,105.97,0.77,0.352
6614,107.2,0.78,0.24
6615,103.15,0.75,0.142
6616,99.58,0.72,0.063
6617,92.46,0.67,0.003
6618,104.15,0.75,0
6619,134.26,0.97,0
6620,138,1,0
6621,126.91,0.92,0
6622,110.76,0.8,0
6623,97.58,0.71,0
6624,91.37,0.66,0
6625,82.93,0.6,0
6626,77.9,0.56,0
6627,73.88,0.54,0
6628,71.95,0.52,0
6629,73.81,0.53,0
6630,74.01,0.54,0.022
6631,67.88,0.49,0.084
6632,76.89,0.56,0.155
6633,83.02,0.6,0.23
6634,92.05,0.67,0.28
6635,101.81,0.74,0.307
6636,103.21,0.75,0.315
6637,105.97,0.77,0.282
6638,107.2,0.78,0.246
6639,103.15,0.75,0.146
6640,99.58,0.72,0.08
6641,92.46,0.67,0.004
6642,104.15,0.75,0
6643,134.26,0.97,0
6644,138,1,0
6645,126.91,0.92,0
6646,110.76,0.8,0
6647,97.58,0.71,0
6648,91.37,0.66,0
6649,82.93,0.6,0
6650,77.9,0.56,0
6651,73.88,0.54,0
6652,71.95,0.52,0
6653,73.81,0.53,0
6654,74.01,0.54,0.033
6655,67.88,0.49,0.121
6656,76.89,0.56,0.258
6657,83.02,0.6,0.398
6658,92.05,0.67,0.496
6659,101.81,0.74,0.53
6660,103.21,0.75,0.482
6661,105.97,0.77,0.409
6662,107.2,0.78,0.338
6663,103.15,0.75,0.218
6664,99.58,0.72,0.089
6665,92.46,0.67,0.004
6666,104.15,0.75,0
6667,134.26,0.97,0
6668,138,1,0
6669,126.91,0.92,0
6670,110.76,0.8,0
6671,97.58,0.71,0
6672,91.37,0.66,0
6673,82.93,0.6,0
6674,77.9,0.56,0
6675,73.88,0.54,0
6676,71.95,0.52,0
6677,73.81,0.53,0
6678,74.01,0.54,0.023
6679,67.88,0.49,0.082
6680,76.89,0.56,0.147
6681,83.02,0.6,0.215
6682,92.05,0.67,0.277
6683,101.81,0.74,0.329
6684,103.21,0.75,0.338
6685,105.97,0.77,0.267
6686,107.2,0.78,0.184
6687,103.15,0.75,0.108
6688,99.58,0.72,0.048
6689,92.46,0.67,0.002
6690,104.15,0.75,0
6691,134.26,0.97,0
6692,138,1,0
6693,126.91,0.92,0
6694,110.76,0.8,0
6695,97.58,0.71,0
6696,91.37,0.66,0
6697,82.93,0.6,0
6698,77.9,0.56,0
6699,73.88,0.54,0
6700,71.95,0.52,0
6701,73.81,0.53,0
6702,74.01,0.54,0.032
6703,67.88,0.49,0.151
6704,76.89,0.56,0.282
6705,83.02,0.6,0.375
6706,92.05,0.67,0.437
6707,101.81,0.74,0.466
6708,103.21,0.75,0.478
6709,105.97,0.77,0.429
6710,107.2,0.78,0.308
6711,103.15,0.75,0.205
6712,99.58,0.72,0.082
6713,92.46,0.67,0.004
6714,104.15,0.75,0
6715,134.26,0.97,0
6716,138,1,0
6717,126.91,0.92,0
6718,110.76,0.8,0
6719,97.58,0.71,0
6720,91.37,0.66,0
6721,82.93,0.6,0
6722,77.9,0.56,0
6723,73.88,0.54,0
6724,71.95,0.52,0
6725,73.81,0.53,0
6726,74.01,0.54,0.031
6727,67.88,0.49,0.118
6728,76.89,0.56,0.183
6729,83.02,0.6,0.247
6730,92.05,0.67,0.283
6731,101.81,0.74,0.309
6732,103.21,0.75,0.301
6733,105.97,0.77,0.238
6734,107.2,0.78,0.175
6735,103.15,0.75,0.109
6736,99.58,0.72,0.04
6737,92.46,0.67,0.001
6738,104.15,0.75,0
6739,134.26,0.97,0
6740,138,1,0
6741,126.91,0.92,0
6742,110.76,0.8,0
6743,97.58,0.71,0
6744,91.37,0.66,0
6745,82.93,0.6,0
6746,77.9,0.56,0
6747,73.88,0.54,0
6748,71.95,0.52,0
6749,73.81,0.53,0
6750,74.01,0.54,0.027
6751,67.88,0.49,0.118
6752,76.89,0.56,0.221
6753,83.02,0.6,0.289
6754,92.05,0.67,0.311
6755,101.81,0.74,0.304
6756,103.21,0.75,0.268
6757,105.97,0.77,0.214
6758,107.2,0.78,0.157
6759,103.15,0.75,0.085
6760,99.58,0.72,0.025
6761,92.46,0.67,0
6762,104.15,0.75,0
6763,134.26,0.97,0
6764,138,1,0
6765,126.91,0.92,0
6766,110.76,0.8,0
6767,97.58,0.71,0
6768,91.37,0.66,0
6769,82.93,0.6,0
6770,77.9,0.56,0
6771,73.88,0.54,0
6772,71.95,0.52,0
6773,73.81,0.53,0
6774,74.01,0.54,0.018
6775,67.88,0.49,0.081
6776,76.89,0.56,0.162
6777,83.02,0.6,0.232
6778,92.05,0.67,0.288
6779,101.81,0.74,0.301
6780,103.21,0.75,0.268
6781,105.97,0.77,0.216
6782,107.2,0.78,0.153
6783,103.15,0.75,0.089
6784,99.58,0.72,0.031
6785,92.46,0.67,0
6786,104.15,0.75,0
6787,134.26,0.97,0
6788,138,1,0
6789,126.91,0.92,0
6790,110.76,0.8,0
6791,97.58,0.71,0
6792,91.37,0.66,0
6793,82.93,0.6,0
6794,77.9,0.56,0
6795,73.88,0.54,0
6796,71.95,0.52,0
6797,73.81,0.53,0
6798,74.01,0.54,0.033
6799,67.88,0.49,0.159
6800,76.89,0.56,0.305
6801,83.02,0.6,0.427
6802,92.05,0.67,0.531
6803,101.81,0.74,0.589
6804,103.21,0.75,0.566
6805,105.97,0.77,0.435
6806,107.2,0.78,0.268
6807,103.15,0.75,0.141
6808,99.58,0.72,0.036
6809,92.46,0.67,0
6810,104.15,0.75,0
6811,134.26,0.97,0
6812,138,1,0
6813,126.91,0.92,0
6814,110.76,0.8,0
6815,97.58,0.71,0
6816,91.37,0.66,0
6817,82.93,0.6,0
6818,77.9,0.56,0
6819,73.88,0.54,0
6820,71.95,0.52,0
6821,73.81,0.53,0
6822,74.01,0.54,0.029
6823,67.88,0.49,0.124
6824,76.89,0.56,0.238
6825,83.02,0.6,0.35
6826,92.05,0.67,0.417
6827,101.81,0.74,0.465
6828,103.21,0.75,0.499
6829,105.97,0.77,0.447
6830,107.2,0.78,0.343
6831,103.15,0.75,0.216
6832,99.58,0.72,0.091
6833,92.46,0.67,0.004
6834,104.15,0.75,0
6835,134.26,0.97,0
6836,138,1,0
6837,126.91,0.92,0
6838,110.76,0.8,0
6839,97.58,0.71,0
6840,91.37,0.66,0
6841,82.93,0.6,0
6842,77.9,0.56,0
6843,73.88,0.54,0
6844,71.95,0.52,0
6845,73.81,0.53,0
6846,74.01,0.54,0.092
6847,67.88,0.49,0.302
6848,76.89,0.56,0.485
6849,83.02,0.6,0.619
6850,92.05,0.67,0.697
6851,101.81,0.74,0.726
6852,103.21,0.75,0.706
6853,105.97,0.77,0.634
6854,107.2,0.78,0.484
6855,103.15,0.75,0.302
6856,99.58,0.72,0.13
6857,92.46,0.67,0.006
6858,104.15,0.75,0
6859,134.26,0.97,0
6860,138,1,0
6861,126.91,0.92,0
6862,110.76,0.8,0
6863,97.58,0.71,0
6864,91.37,0.66,0
6865,82.93,0.6,0
6866,77.9,0.56,0
6867,73.88,0.54,0
6868,71.95,0.52,0
6869,73.81,0.53,0
6870,74.01,0.54,0.036
6871,67.88,0.49,0.147
6872,76.89,0.56,0.293
6873,83.02,0.6,0.381
6874,92.05,0.67,0.418
6875,101.81,0.74,0.383
6876,103.21,0.75,0.339
6877,105.97,0.77,0.265
6878,107.2,0.78,0.168
6879,103.15,0.75,0.083
6880,99.58,0.72,0.035
6881,92.46,0.67,0
6882,104.15,0.75,0
6883,134.26,0.97,0
6884,138,1,0
6885,126.91,0.92,0
6886,110.76,0.8,0
6887,97.58,0.71,0
6888,91.37,0.66,0
6889,82.93,0.6,0
6890,77.9,0.56,0
6891,73.88,0.54,0
6892,71.95,0.52,0
6893,73.81,0.53,0
6894,74.01,0.54,0.014
6895,67.88,0.49,0.097
6896,76.89,0.56,0.177
6897,83.02,0.6,0.24
6898,92.05,0.67,0.261
6899,101.81,0.74,0.275
6900,103.21,0.75,0.279
6901,105.97,0.77,0.173
6902,107.2,0.78,0.107
6903,103.15,0.75,0.069
6904,99.58,0.72,0.022
6905,92.46,0.67,0
6906,104.15,0.75,0
6907,134.26,0.97,0
6908,138,1,0
6909,126.91,0.92,0
6910,110.76,0.8,0
6911,97.58,0.71,0
6912,91.37,0.66,0
6913,82.93,0.6,0
