Hour,Load (kW),Load (%),PV
7927,67.88,0.49,0.066
7928,76.89,0.56,0.132
7929,83.02,0.6,0.183
7930,92.05,0.67,0.198
7931,101.81,0.74,0.22
7932,103.21,0.75,0.204
7933,105.97,0.77,0.181
7934,107.2,0.78,0.119
7935,103.15,0.75,0.07
7936,99.58,0.72,0.022
7937,92.46,0.67,0
7938,104.15,0.75,0
7939,134.26,0.97,0
7940,138,1,0
7941,126.91,0.92,0
7942,110.76,0.8,0
7943,97.58,0.71,0
7944,91.37,0.66,0
7945,82.93,0.6,0
7946,77.9,0.56,0
7947,73.88,0.54,0
7948,71.95,0.52,0
7949,73.81,0.53,0
7950,74.01,0.54,0.042
7951,67.88,0.49,0.198
7952,76.89,0.56,0.36
7953,83.02,0.6,0.471
7954,92.05,0.67,0.527
7955,101.81,0.74,0.482
7956,103.21,0.75,0.47
7957,105.97,0.77,0.407
7958,107.2,0.78,0.409
7959,103.15,0.75,0.32
7960,99.58,0.72,0.131
7961,92.46,0.67,0.001
7962,104.15,0.75,0
7963,134.26,0.97,0
7964,138,1,0
7965,126.91,0.92,0
7966,110.76,0.8,0
7967,97.58,0.71,0
7968,91.37,0.66,0
7969,82.93,0.6,0
7970,77.9,0.56,0
7971,73.88,0.54,0
7972,71.95,0.52,0
7973,73.81,0.53,0
7974,74.01,0.54,0.019
7975,67.88,0.49,0.098
7976,76.89,0.56,0.163
7977,83.02,0.6,0.21
7978,92.05,0.67,0.232
7979,101.81,0.74,0.273
7980,103.21,0.75,0.287
7981,105.97,0.77,0.281
7982,107.2,0.78,0.228
7983,103.15,0.75,0.152
7984,99.58,0.72,0.051
7985,92.46,0.67,0
7986,104.15,0.75,0
7987,134.26,0.97,0
7988,138,1,0
7989,126.91,0.92,0
7990,110.76,0.8,0
7991,97.58,0.71,0
7992,91.37,0.66,0
7993,82.93,0.6,0
7994,77.9,0.56,0
7995,73.88,0.54,0
7996,71.95,0.52,0
7997,73.81,0.53,0
7998,74.01,0.54,0.021
7999,67.88,0.49,0.129
8000,76.89,0.56,0.237
8001,83.02,0.6,0.282
8002,92.05,0.67,0.295
8003,101.81,0.74,0.327
8004,103.21,0.75,0.333
8005,105.97,0.77,0.281
8006,107.2,0.78,0.215
8007,103.15,0.75,0.153
8008,99.58,0.72,0.05
8009,92.46,0.67,0
8010,104.15,0.75,0
8011,134.26,0.97,0
8012,138,1,0
8013,126.91,0.92,0
8014,110.76,0.8,0
8015,97.58,0.71,0
8016,91.37,0.66,0
8017,82.93,0.6,0
8018,77.9,0.56,0
8019,73.88,0.54,0
8020,71.95,0.52,0
8021,73.81,0.53,0
8022,74.01,0.54,0.043
8023,67.88,0.49,0.217
8024,76.89,0.56,0.415
8025,83.02,0.6,0.567
8026,92.05,0.67,0.632
8027,101.81,0.74,0.624
8028,103.21,0.75,0.612
8029,105.97,0.77,0.554
8030,107.2,0.78,0.439
8031,103.15,0.75,0.277
8032,99.58,0.72,0.097
8033,92.46,0.67,0
8034,104.15,0.75,0
8035,134.26,0.97,0
8036,138,1,0
8037,126.91,0.92,0
8038,110.76,0.8,0
8039,97.58,0.71,0
8040,91.37,0.66,0
8041,82.93,0.6,0
8042,77.9,0.56,0
8043,73.88,0.54,0
8044,71.95,0.52,0
8045,73.81,0.53,0
8046,74.01,0.54,0.065
8047,67.88,0.49,0.274
8048,76.89,0.56,0.438
8049,83.02,0.6,0.58
8050,92.05,0.67,0.669
8051,101.81,0.74,0.698
8052,103.21,0.75,0.666
8053,105.97,0.77,0.561
8054,107.2,0.78,0.424
8055,103.15,0.75,0.266
8056,99.58,0.72,0.098
8057,92.46,0.67,0
8058,104.15,0.75,0
8059,134.26,0.97,0
8060,138,1,0
8061,126.91,0.92,0
8062,110.76,0.8,0
8063,97.58,0.71,0
8064,91.37,0.66,0
8065,82.93,0.6,0
8066,77.9,0.56,0
8067,73.88,0.54,0
8068,71.95,0.52,0
8069,73.81,0.53,0
8070,74.01,0.54,0.042
8071,67.88,0.49,0.215
8072,76.89,0.56,0.381
8073,83.02,0.6,0.491
8074,92.05,0.67,0.582
8075,101.81,0.74,0.604
8076,103.21,0.75,0.605
8077,105.97,0.77,0.532
8078,107.2,0.78,0.432
8079,103.15,0.75,0.278
8080,99.58,0.72,0.099
8081,92.46,0.67,0
8082,104.15,0.75,0
8083,134.26,0.97,0
8084,138,1,0
8085,126.91,0.92,0
8086,110.76,0.8,0
8087,97.58,0.71,0
8088,91.37,0.66,0
8089,82.93,0.6,0
8090,77.9,0.56,0
8091,73.88,0.54,0
8092,71.95,0.52,0
8093,73.81,0.53,0
8094,74.01,0.54,0.024
8095,67.88,0.49,0.136
8096,76.89,0.56,0.307
8097,83.02,0.6,0.463
8098,92.05,0.67,0.576
8099,101.81,0.74,0.596
8100,103.21,0.75,0.575
8101,105.97,0.77,0.465
8102,107.2,0.78,0.375
8103,103.15,0.75,0.225
8104,99.58,0.72,0.085
8105,92.46,0.67,0
8106,104.15,0.75,0
8107,134.26,0.97,0
8108,138,1,0
8109,126.91,0.92,0
8110,110.76,0.8,0
8111,97.58,0.71,0
8112,91.37,0.66,0
8113,82.93,0.6,0
8114,77.9,0.56,0
8115,73.88,0.54,0
8116,71.95,0.52,0
8117,73.81,0.53,0
8118,74.01,0.54,0.029
8119,67.88,0.49,0.123
8120,76.89,0.56,0.193
8121,83.02,0.6,0.231
8122,92.05,0.67,0.265
8123,101.81,0.74,0.323
8124,103.21,0.75,0.375
8125,105.97,0.77,0.42
8126,107.2,0.78,0.381
8127,103.15,0.75,0.233
8128,99.58,0.72,0.05
8129,92.46,0.67,0
8130,104.15,0.75,0
8131,134.26,0.97,0
8132,138,1,0
8133,126.91,0.92,0
8134,110.76,0.8,0
8135,97.58,0.71,0
8136,91.37,0.66,0
8137,82.93,0.6,0
8138,77.9,0.56,0
8139,73.88,0.54,0
8140,71.95,0.52,0
8141,73.81,0.53,0
8142,74.01,0.54,0.005
8143,67.88,0.49,0.04
8144,76.89,0.56,0.082
8145,83.02,0.6,0.12
8146,92.05,0.67,0.142
8147,101.81,0.74,0.145
8148,103.21,0.75,0.147
8149,105.97,0.77,0.117
8150,107.2,0.78,0.102
8151,103.15,0.75,0.051
8152,99.58,0.72,0.013
8153,92.46,0.67,0
8154,104.15,0.75,0
8155,134.26,0.97,0
8156,138,1,0
8157,126.91,0.92,0
8158,110.76,0.8,0
8159,97.58,0.71,0
8160,91.37,0.66,0
8161,82.93,0.6,0
8162,77.9,0.56,0
8163,73.88,0.54,0
8164,71.95,0.52,0
8165,73.81,0.53,0
8166,74.01,0.54,0.003
8167,67.88,0.49,0.03
8168,76.89,0.56,0.074
8169,83.02,0.6,0.112
8170,92.05,0.67,0.134
8171,101.81,0.74,0.144
8172,103.21,0.75,0.137
8173,105.97,0.77,0.131
8174,107.2,0.78,0.111
8175,103.15,0.75,0.051
8176,99.58,0.72,0.013
8177,92.46,0.67,0
8178,104.15,0.75,0
8179,134.26,0.97,0
8180,138,1,0
8181,126.91,0.92,0
8182,110.76,0.8,0
8183,97.58,0.71,0
8184,91.37,0.66,0
8185,82.93,0.6,0
8186,77.9,0.56,0
8187,73.88,0.54,0
8188,71.95,0.52,0
8189,73.81,0.53,0
8190,74.01,0.54,0.018
8191,67.88,0.49,0.083
8192,76.89,0.56,0.161
8193,83.02,0.6,0.25
8194,92.05,0.67,0.336
8195,101.81,0.74,0.431
8196,103.21,0.75,0.506
8197,105.97,0.77,0.496
8198,107.2,0.78,0.423
8199,103.15,0.75,0.283
8200,99.58,0.72,0.11
8201,92.46,0.67,0
8202,104.15,0.75,0
8203,134.26,0.97,0
8204,138,1,0
8205,126.91,0.92,0
8206,110.76,0.8,0
8207,97.58,0.71,0
8208,91.37,0.66,0
8209,82.93,0.6,0
8210,77.9,0.56,0
8211,73.88,0.54,0
8212,71.95,0.52,0
8213,73.81,0.53,0
8214,74.01,0.54,0.06
8215,67.88,0.49,0.266
8216,76.89,0.56,0.45
8217,83.02,0.6,0.582
8218,92.05,0.67,0.661
8219,101.81,0.74,0.679
8220,103.21,0.75,0.663
8221,105.97,0.77,0.597
8222,107.2,0.78,0.456
8223,103.15,0.75,0.276
8224,99.58,0.72,0.1
8225,92.46,0.67,0
8226,104.15,0.75,0
8227,134.26,0.97,0
8228,138,1,0
8229,126.91,0.92,0
8230,110.76,0.8,0
8231,97.58,0.71,0
8232,91.37,0.66,0
8233,82.93,0.6,0
8234,77.9,0.56,0
8235,73.88,0.54,0
8236,71.95,0.52,0
8237,73.81,0.53,0
8238,74.01,0.54,0.056
8239,67.88,0.49,0.261
8240,76.89,0.56,0.449
8241,83.02,0.6,0.586
8242,92.05,0.67,0.671
8243,101.81,0.74,0.701
8244,103.21,0.75,0.66
8245,105.97,0.77,0.556
8246,107.2,0.78,0.459
8247,103.15,0.75,0.274
8248,99.58,0.72,0.113
8249,92.46,0.67,0
8250,104.15,0.75,0
8251,134.26,0.97,0
8252,138,1,0
8253,126.91,0.92,0
8254,110.76,0.8,0
8255,97.58,0.71,0
8256,91.37,0.66,0
8257,82.93,0.6,0
8258,77.9,0.56,0
8259,73.88,0.54,0
8260,71.95,0.52,0
8261,73.81,0.53,0
8262,74.01,0.54,0.057
8263,67.88,0.49,0.255
8264,76.89,0.56,0.444
8265,83.02,0.6,0.585
8266,92.05,0.67,0.655
8267,101.81,0.74,0.656
8268,103.21,0.75,0.654
8269,105.97,0.77,0.565
8270,107.2,0.78,0.435
8271,103.15,0.75,0.324
8272,99.58,0.72,0.123
8273,92.46,0.67,0
8274,104.15,0.75,0
8275,134.26,0.97,0
8276,138,1,0
8277,126.91,0.92,0
8278,110.76,0.8,0
8279,97.58,0.71,0
8280,91.37,0.66,0
8281,82.93,0.6,0
8282,77.9,0.56,0
8283,73.88,0.54,0
8284,71.95,0.52,0
8285,73.81,0.53,0
8286,74.01,0.54,0.063
8287,67.88,0.49,0.271
8288,76.89,0.56,0.455
8289,83.02,0.6,0.586
8290,92.05,0.67,0.646
8291,101.81,0.74,0.663
8292,103.21,0.75,0.62
8293,105.97,0.77,0.536
8294,107.2,0.78,0.423
8295,103.15,0.75,0.295
8296,99.58,0.72,0.123
8297,92.46,0.67,0.001
8298,104.15,0.75,0
8299,134.26,0.97,0
8300,138,1,0
8301,126.91,0.92,0
8302,110.76,0.8,0
8303,97.58,0.71,0
8304,91.37,0.66,0
8305,82.93,0.6,0
8306,77.9,0.56,0
8307,73.88,0.54,0
8308,71.95,0.52,0
8309,73.81,0.53,0
8310,74.01,0.54,0.031
8311,67.88,0.49,0.111
8312,76.89,0.56,0.175
8313,83.02,0.6,0.238
8314,92.05,0.67,0.289
8315,101.81,0.74,0.296
8316,103.21,0.75,0.276
8317,105.97,0.77,0.24
8318,107.2,0.78,0.181
8319,103.15,0.75,0.112
8320,99.58,0.72,0.043
8321,92.46,0.67,0
8322,104.15,0.75,0
8323,134.26,0.97,0
8324,138,1,0
8325,126.91,0.92,0
8326,110.76,0.8,0
8327,97.58,0.71,0
8328,91.37,0.66,0
8329,82.93,0.6,0
8330,77.9,0.56,0
8331,73.88,0.54,0
8332,71.95,0.52,0
8333,73.81,0.53,0
8334,74.01,0.54,0.029
8335,67.88,0.49,0.081
8336,76.89,0.56,0.144
8337,83.02,0.6,0.143
8338,92.05,0.67,0.202
8339,101.81,0.74,0.256
8340,103.21,0.75,0.262
8341,105.97,0.77,0.229
8342,107.2,0.78,0.231
8343,103.15,0.75,0.145
8344,99.58,0.72,0.051
8345,92.46,0.67,0
8346,104.15,0.75,0
8347,134.26,0.97,0
8348,138,1,0
8349,126.91,0.92,0
8350,110.76,0.8,0
8351,97.58,0.71,0
8352,91.37,0.66,0
8353,82.93,0.6,0
8354,77.9,0.56,0
8355,73.88,0.54,0
8356,71.95,0.52,0
8357,73.81,0.53,0
8358,74.01,0.54,0.036
8359,67.88,0.49,0.191
8360,76.89,0.56,0.354
8361,83.02,0.6,0.459
8362,92.05,0.67,0.517
8363,101.81,0.74,0.551
8364,103.21,0.75,0.546
8365,105.97,0.77,0.547
8366,107.2,0.78,0.464
8367,103.15,0.75,0.287
8368,99.58,0.72,0.115
8369,92.46,0.67,0
8370,104.15,0.75,0
8371,134.26,0.97,0
8372,138,1,0
8373,126.91,0.92,0
8374,110.76,0.8,0
8375,97.58,0.71,0
8376,91.37,0.66,0
8377,82.93,0.6,0
8378,77.9,0.56,0
8379,73.88,0.54,0
8380,71.95,0.52,0
8381,73.81,0.53,0
8382,74.01,0.54,0.019
8383,67.88,0.49,0.103
8384,76.89,0.56,0.203
8385,83.02,0.6,0.297
8386,92.05,0.67,0.354
8387,101.81,0.74,0.366
8388,103.21,0.75,0.329
8389,105.97,0.77,0.274
8390,107.2,0.78,0.207
8391,103.15,0.75,0.127
8392,99.58,0.72,0.042
8393,92.46,0.67,0
8394,104.15,0.75,0
8395,134.26,0.97,0
8396,138,1,0
8397,126.91,0.92,0
8398,110.76,0.8,0
8399,97.58,0.71,0
8400,91.37,0.66,0
8401,82.93,0.6,0
8402,77.9,0.56,0
8403,73.88,0.54,0
8404,71.95,0.52,0
8405,73.81,0.53,0
8406,74.01,0.54,0.011
8407,67.88,0.49,0.086
8408,76.89,0.56,0.137
8409,83.02,0.6,0.18
8410,92.05,0.67,0.229
8411,101.81,0.74,0.29
8412,103.21,0.75,0.323
8413,105.97,0.77,0.298
8414,107.2,0.78,0.246
8415,103.15,0.75,0.147
8416,99.58,0.72,0.052
8417,92.46,0.67,0
8418,104.15,0.75,0
8419,134.26,0.97,0
8420,138,1,0
8421,126.91,0.92,0
8422,110.76,0.8,0
8423,97.58,0.71,0
8424,91.37,0.66,0
8425,82.93,0.6,0
8426,77.9,0.56,0
8427,73.88,0.54,0
8428,71.95,0.52,0
8429,73.81,0.53,0
8430,74.01,0.54,0.038
8431,67.88,0.49,0.208
8432,76.89,0.56,0.39
8433,83.02,0.6,0.514
8434,92.05,0.67,0.581
8435,101.81,0.74,0.556
8436,103.21,0.75,0.578
8437,105.97,0.77,0.508
8438,107.2,0.78,0.459
8439,103.15,0.75,0.313
8440,99.58,0.72,0.119
8441,92.46,0.67,0
8442,104.15,0.75,0
8443,134.26,0.97,0
8444,138,1,0
8445,126.91,0.92,0
8446,110.76,0.8,0
8447,97.58,0.71,0
8448,91.37,0.66,0
8449,82.93,0.6,0
8450,77.9,0.56,0
8451,73.88,0.54,0
8452,71.95,0.52,0
8453,73.81,0.53,0
8454,74.01,0.54,0.014
8455,67.88,0.49,0.122
8456,76.89,0.56,0.279
8457,83.02,0.6,0.422
8458,92.05,0.67,0.509
8459,101.81,0.74,0.561
8460,103.21,0.75,0.576
8461,105.97,0.77,0.528
8462,107.2,0.78,0.441
8463,103.15,0.75,0.287
8464,99.58,0.72,0.116
8465,92.46,0.67,0
8466,104.15,0.75,0
8467,134.26,0.97,0
8468,138,1,0
8469,126.91,0.92,0
8470,110.76,0.8,0
8471,97.58,0.71,0
8472,91.37,0.66,0
8473,82.93,0.6,0
8474,77.9,0.56,0
8475,73.88,0.54,0
8476,71.95,0.52,0
8477,73.81,0.53,0
8478,74.01,0.54,0.043
8479,67.88,0.49,0.225
8480,76.89,0.56,0.423
8481,83.02,0.6,0.575
8482,92.05,0.67,0.641
8483,101.81,0.74,0.652
8484,103.21,0.75,0.611
8485,105.97,0.77,0.539
8486,107.2,0.78,0.454
8487,103.15,0.75,0.308
8488,99.58,0.72,0.131
8489,92.46,0.67,0.001
8490,104.15,0.75,0
8491,134.26,0.97,0
8492,138,1,0
8493,126.91,0.92,0
8494,110.76,0.8,0
8495,97.58,0.71,0
8496,91.37,0.66,0
8497,82.93,0.6,0
8498,77.9,0.56,0
8499,73.88,0.54,0
8500,71.95,0.52,0
8501,73.81,0.53,0
8502,74.01,0.54,0.065
8503,67.88,0.49,0.275
8504,76.89,0.56,0.454
8505,83.02,0.6,0.586
8506,92.05,0.67,0.666
8507,101.81,0.74,0.682
8508,103.21,0.75,0.643
8509,105.97,0.77,0.53
8510,107.2,0.78,0.363
8511,103.15,0.75,0.227
8512,99.58,0.72,0.068
8513,92.46,0.67,0
8514,104.15,0.75,0
8515,134.26,0.97,0
8516,138,1,0
8517,126.91,0.92,0
8518,110.76,0.8,0
8519,97.58,0.71,0
8520,91.37,0.66,0
8521,82.93,0.6,0
8522,77.9,0.56,0
8523,73.88,0.54,0
8524,71.95,0.52,0
8525,73.81,0.53,0
8526,74.01,0.54,0.019
8527,67.88,0.49,0.116
8528,76.89,0.56,0.235
8529,83.02,0.6,0.332
8530,92.05,0.67,0.381
8531,101.81,0.74,0.387
8532,103.21,0.75,0.354
8533,105.97,0.77,0.294
8534,107.2,0.78,0.208
8535,103.15,0.75,0.117
8536,99.58,0.72,0.037
8537,92.46,0.67,0
8538,104.15,0.75,0
8539,134.26,0.97,0
8540,138,1,0
8541,126.91,0.92,0
8542,110.76,0.8,0
8543,97.58,0.71,0
8544,91.37,0.66,0
8545,82.93,0.6,0
8546,77.9,0.56,0
8547,73.88,0.54,0
8548,71.95,0.52,0
8549,73.81,0.53,0
8550,74.01,0.54,0.026
8551,67.88,0.49,0.165
8552,76.89,0.56,0.353
8553,83.02,0.6,0.504
8554,92.05,0.67,0.559
8555,101.81,0.74,0.593
8556,103.21,0.75,0.6
8557,105.97,0.77,0.507
8558,107.2,0.78,0.379
8559,103.15,0.75,0.22
8560,99.58,0.72,0.075
8561,92.46,0.67,0
8562,104.15,0.75,0
8563,134.26,0.97,0
8564,138,1,0
8565,126.91,0.92,0
8566,110.76,0.8,0
8567,97.58,0.71,0
8568,91.37,0.66,0
8569,82.93,0.6,0
8570,77.9,0.56,0
8571,73.88,0.54,0
8572,71.95,0.52,0
8573,73.81,0.53,0
8574,74.01,0.54,0.006
8575,67.88,0.49,0.042
8576,76.89,0.56,0.102
8577,83.02,0.6,0.144
8578,92.05,0.67,0.163
8579,101.81,0.74,0.17
8580,103.21,0.75,0.189
8581,105.97,0.77,0.183
8582,107.2,0.78,0.149
8583,103.15,0.75,0.117
8584,99.58,0.72,0.044
8585,92.46,0.67,0
8586,104.15,0.75,0
8587,134.26,0.97,0
8588,138,1,0
8589,126.91,0.92,0
8590,110.76,0.8,0
8591,97.58,0.71,0
8592,91.37,0.66,0
8593,82.93,0.6,0
8594,77.9,0.56,0
8595,73.88,0.54,0
8596,71.95,0.52,0
8597,73.81,0.53,0
8598,74.01,0.54,0.015
8599,67.88,0.49,0.103
8600,76.89,0.56,0.261
8601,83.02,0.6,0.321
8602,92.05,0.67,0.333
8603,101.81,0.74,0.34
8604,103.21,0.75,0.322
8605,105.97,0.77,0.285
8606,107.2,0.78,0.221
8607,103.15,0.75,0.139
8608,99.58,0.72,0.048
8609,92.46,0.67,0
8610,104.15,0.75,0
8611,134.26,0.97,0
8612,138,1,0
8613,126.91,0.92,0
8614,110.76,0.8,0
8615,97.58,0.71,0
8616,91.37,0.66,0
8617,82.93,0.6,0
8618,77.9,0.56,0
8619,73.88,0.54,0
8620,71.95,0.52,0
8621,73.81,0.53,0
8622,74.01,0.54,0.01
8623,67.88,0.49,0.076
8624,76.89,0.56,0.157
8625,83.02,0.6,0.259
8626,92.05,0.67,0.332
8627,101.81,0.74,0.374
8628,103.21,0.75,0.383
8629,105.97,0.77,0.339
8630,107.2,0.78,0.267
8631,103.15,0.75,0.164
8632,99.58,0.72,0.055
8633,92.46,0.67,0
8634,104.15,0.75,0
8635,134.26,0.97,0
8636,138,1,0
8637,126.91,0.92,0
8638,110.76,0.8,0
8639,97.58,0.71,0
8640,91.37,0.66,0
8641,82.93,0.6,0
8642,77.9,0.56,0
8643,73.88,0.54,0
8644,71.95,0.52,0
8645,73.81,0.53,0
8646,74.01,0.54,0.044
8647,67.88,0.49,0.221
8648,76.89,0.56,0.397
8649,83.02,0.6,0.508
8650,92.05,0.67,0.548
8651,101.81,0.74,0.58
8652,103.21,0.75,0.611
8653,105.97,0.77,0.557
8654,107.2,0.78,0.459
8655,103.15,0.75,0.299
8656,99.58,0.72,0.116
8657,92.46,0.67,0
8658,104.15,0.75,0
8659,134.26,0.97,0
8660,138,1,0
8661,126.91,0.92,0
8662,110.76,0.8,0
8663,97.58,0.71,0
8664,91.37,0.66,0
8665,82.93,0.6,0
8666,77.9,0.56,0
8667,73.88,0.54,0
8668,71.95,0.52,0
8669,73.81,0.53,0
8670,74.01,0.54,0.043
8671,67.88,0.49,0.213
8672,76.89,0.56,0.344
8673,83.02,0.6,0.391
8674,92.05,0.67,0.394
8675,101.81,0.74,0.357
8676,103.21,0.75,0.319
8677,105.97,0.77,0.273
8678,107.2,0.78,0.224
8679,103.15,0.75,0.136
8680,99.58,0.72,0.05
8681,92.46,0.67,0
8682,104.15,0.75,0
8683,134.26,0.97,0
8684,138,1,0
8685,126.91,0.92,0
8686,110.76,0.8,0
8687,97.58,0.71,0
8688,91.37,0.66,0
8689,82.93,0.6,0
8690,77.9,0.56,0
8691,73.88,0.54,0
8692,71.95,0.52,0
8693,73.81,0.53,0
8694,74.01,0.54,0.022
8695,67.88,0.49,0.112
8696,76.89,0.56,0.176
8697,83.02,0.6,0.16
8698,92.05,0.67,0.178
8699,101.81,0.74,0.19
8700,103.21,0.75,0.185
8701,105.97,0.77,0.17
8702,107.2,0.78,0.131
8703,103.15,0.75,0.07
8704,99.58,0.72,0.015
8705,92.46,0.67,0
8706,104.15,0.75,0
8707,134.26,0.97,0
8708,138,1,0
8709,126.91,0.92,0
8710,110.76,0.8,0
8711,97.58,0.71,0
8712,91.37,0.66,0
8713,82.93,0.6,0
8714,77.9,0.56,0
8715,73.88,0.54,0
8716,71.95,0.52,0
8717,73.81,0.53,0
8718,74.01,0.54,0.009
8719,67.88,0.49,0.05
8720,76.89,0.56,0.089
8721,83.02,0.6,0.085
8722,92.05,0.67,0.101
8723,101.81,0.74,0.111
8724,103.21,0.75,0.119
8725,105.97,0.77,0.119
8726,107.2,0.78,0.119
8727,103.15,0.75,0.082
8728,99.58,0.72,0.023
8729,92.46,0.67,0
8730,104.15,0.75,0
8731,134.26,0.97,0
8732,138,1,0
8733,126.91,0.92,0
8734,110.76,0.8,0
8735,97.58,0.71,0
8736,91.37,0.66,0
8737,82.93,0.6,0
8738,77.9,0.56,0
8739,73.88,0.54,0
8740,71.95,0.52,0
8741,73.81,0.53,0
8742,74.01,0.54,0.009
8743,67.88,0.49,0.064
8744,76.89,0.56,0.13
8745,83.02,0.6,0.189
8746,92.05,0.67,0.242
8747,101.81,0.74,0.257
8748,103.21,0.75,0.261
8749,105.97,0.77,0.241
8750,107.2,0.78,0.19
8751,103.15,0.75,0.122
8752,99.58,0.72,0.039
8753,92.46,0.67,0
8754,104.15,0.75,0
8755,134.26,0.97,0
8756,138,1,0
8757,126.91,0.92,0
8758,110.76,0.8,0
8759,97.58,0.71,0
8760,91.37,0.66,0
